segment_index	line_id	start	end	persona	tier	scene_title	match_method	match_score	text_preview
03	S04-03-260	01:18:27,006	01:18:28,607	Kobayashi	major		propagated	0.000	I provide the services he requires.
03	S04-03-261	01:18:30,452	01:18:31,453	Kobayashi	major		propagated	0.000	As will you.
03	S04-03-285	01:19:50,881	01:19:54,542	Kobayashi	major	Auggie's delivery, heavenly tether briefing, and split-mission talk	exact	1.000	Mr. Fontaine, I have the items you requested.
03	S04-03-286	01:19:57,703	01:20:07,566	Kobayashi	major		propagated	0.000	My employer was more than amendable and let me reach in here to his attache case.
03	S04-03-287	01:20:08,007	01:20:10,967	Kobayashi	major		propagated	0.000	He brings out a small box.
03	S04-03-288	01:20:12,768	01:20:15,629	Kobayashi	major		propagated	0.000	It's wrapped in gift wrapping in a bow.
03	S04-03-289	01:20:16,353	01:20:21,055	Kobayashi	major	Auggie's delivery, heavenly tether briefing, and split-mission talk	propagated	0.000	And he pulls out a manila folder and he goes, these are for you.
03	S04-03-292	01:20:26,017	01:20:35,000	Kobayashi	major	Auggie's delivery, heavenly tether briefing, and split-mission talk	fuzzy	0.940	He goes, the ring we got off of an Egyptian gentleman, I believe it was called the ring of set poop, is now in your possession.
03	S04-03-293	01:20:35,020	01:20:37,601	Kobayashi	major		propagated	0.000	It is unique and cannot be repaired.
03	S04-03-294	01:20:37,721	01:20:38,962	Kobayashi	major		propagated	0.000	So please take care of it.
03	S04-03-295	01:20:40,170	01:20:49,683	Kobayashi	major	Auggie's delivery, heavenly tether briefing, and split-mission talk	exact	1.000	And I think you will find that the rest of the paperwork is within the scope of your discussions with my employer.
03	S04-03-301	01:21:15,384	01:21:20,708	Kobayashi	major	Auggie's delivery, heavenly tether briefing, and split-mission talk	fuzzy	0.971	My employer just wanted to make sure that you knew that I could let other people know about some of the stuff that he's done for you.
03	S04-03-302	01:21:25,235	01:21:26,836	Kobayashi	major	Auggie's delivery, heavenly tether briefing, and split-mission talk	exact	1.000	My employer likes to reinforce it.
03	S04-03-304	01:21:31,978	01:21:35,840	Kobayashi	major		propagated	0.000	Those are all of the items that I was meant to deliver.
03	S04-03-305	01:21:36,840	01:21:39,781	Kobayashi	major	Auggie's delivery, heavenly tether briefing, and split-mission talk	fuzzy	0.958	Um, I am here to answer some questions.
03	S04-03-306	01:21:40,442	01:21:43,323	Kobayashi	major	Auggie's delivery, heavenly tether briefing, and split-mission talk	exact	1.000	I will be in St. Louis for the next two weeks.
03	S04-03-308	01:21:48,495	01:21:54,096	Kobayashi	major	Auggie's delivery, heavenly tether briefing, and split-mission talk	exact	1.000	There will be people near you who will be able to reach me if you are in need of my services in the future.
03	S04-03-309	01:21:54,856	01:21:56,797	Kobayashi	major	Auggie's delivery, heavenly tether briefing, and split-mission talk	exact	1.000	Are there any questions I can answer for you, Nat?
03	S04-03-357	01:26:36,247	01:26:43,271	Kobayashi	major	Auggie's delivery, heavenly tether briefing, and split-mission talk	exact	1.000	Now, one thing my employer did suggest is it may be possible that your objectives could be done in parallel.
03	S04-03-358	01:26:44,272	01:26:48,014	Kobayashi	major	Auggie's delivery, heavenly tether briefing, and split-mission talk	exact	1.000	Maybe a small contingent could take on the Basilia.
03	S04-03-359	01:26:48,695	01:26:51,016	Kobayashi	major	Auggie's delivery, heavenly tether briefing, and split-mission talk	fuzzy	0.938	Maybe somebody could go take care of the Senegal.
03	S04-03-360	01:26:51,897	01:26:53,478	Kobayashi	major	Auggie's delivery, heavenly tether briefing, and split-mission talk	exact	1.000	Maybe somebody could go get some roses.
04	S04-04-283	01:44:16,272	01:44:22,156	Kobayashi	major	Back into play after the break	exact	1.000	Again, there will be someone near you who will be able to get in contact with me if you would need my services in the future.
04	S04-04-284	01:44:26,319	01:44:29,562	Kobayashi	major		propagated	0.000	He gets up and, uh, grabs his app cache case and departs.
